订单顺序编号,订单号,用户名,商品编号,订单金额,付款金额,渠道编号,平台类型,下单时间,付款时间,是否退款,优惠金额,支付耗时_秒,下单日期,下单小时,星期几
37037,sys-2025-215082820,user-153446,PR000136,2487.52,2468.72,渠道13,APP,2025-06-09 20:04:06,2025-06-09 20:04:22,否,18.800000000000182,16.0,2025-06-09,20,Monday
37045,sys-2025-304853069,user-226517,PR000723,412.9,319.2,渠道13,APP,2025-06-09 20:11:42,2025-06-09 20:12:17,否,93.69999999999999,35.0,2025-06-09,20,Monday
37048,sys-2025-311205972,user-206587,PR000961,400.44,346.97,渠道13,web网站,2025-06-09 20:20:19,2025-06-09 20:20:34,否,53.46999999999997,15.0,2025-06-09,20,Monday
37049,sys-2025-308827675,user-270757,PR000022,861.83,861.83,渠道13,APP,2025-06-09 20:21:13,2025-06-09 20:21:40,否,0.0,27.0,2025-06-09,20,Monday
37052,sys-2025-311509553,user-273493,PR000424,723.41,723.41,渠道13,APP,2025-06-09 20:23:53,2025-06-09 20:24:03,否,0.0,10.0,2025-06-09,20,Monday
37053,sys-2025-296376956,user-161712,PR000952,125.02,125.02,渠道13,APP,2025-06-09 20:24:47,2025-06-09 20:25:06,否,0.0,19.0,2025-06-09,20,Monday
37064,sys-2025-223571842,user-298554,PR000993,828.95,828.95,渠道13,APP,2025-06-09 20:42:18,2025-06-09 20:52:46,否,0.0,628.0,2025-06-09,20,Monday
37075,sys-2025-294404128,user-143774,PR000331,104.28,104.28,渠道13,APP,2025-06-09 21:00:45,2025-06-09 21:04:07,否,0.0,202.0,2025-06-09,21,Monday
37077,sys-2025-274327378,user-242225,PR000907,283.1,283.1,渠道13,APP,2025-06-09 21:02:48,2025-06-09 21:06:04,是,0.0,196.0,2025-06-09,21,Monday
37080,sys-2025-305282848,user-230769,PR000876,1764.45,1729.85,渠道13,微信公众号,2025-06-09 21:08:19,2025-06-09 21:09:14,否,34.600000000000136,55.0,2025-06-09,21,Monday
37095,sys-2025-274614757,user-161236,PR000323,2603.88,2603.88,渠道13,微信公众号,2025-06-09 21:41:09,2025-06-09 21:41:19,否,0.0,10.0,2025-06-09,21,Monday
37096,sys-2025-285478323,user-261174,PR000770,478.27,369.62,渠道13,微信公众号,2025-06-09 21:47:39,2025-06-09 21:48:37,否,108.64999999999998,58.0,2025-06-09,21,Monday
37110,sys-2025-304887273,user-151066,PR000217,477.39,410.26,渠道13,微信公众号,2025-06-09 22:05:00,2025-06-09 22:05:24,否,67.13,24.0,2025-06-09,22,Monday
37116,sys-2025-234537515,user-168017,PR000825,138.3,94.3,渠道13,微信公众号,2025-06-09 22:16:55,2025-06-09 22:17:10,否,44.000000000000014,15.0,2025-06-09,22,Monday
37118,sys-2025-326301322,user-296212,PR000099,696.91,696.91,渠道13,APP,2025-06-09 22:19:31,2025-06-09 22:19:43,是,0.0,12.0,2025-06-09,22,Monday
37119,sys-2025-286631499,user-260724,PR000238,1451.71,1438.95,渠道13,APP,2025-06-09 22:29:07,2025-06-09 22:29:43,否,12.759999999999991,36.0,2025-06-09,22,Monday
37126,sys-2025-316394425,user-108094,PR000311,2075.97,2060.74,渠道13,web网站,2025-06-09 22:49:54,2025-06-09 22:50:06,否,15.230000000000018,12.0,2025-06-09,22,Monday
37129,sys-2025-281875250,user-263195,PR000290,2072.48,1996.04,渠道13,APP,2025-06-09 23:01:22,2025-06-09 23:01:35,否,76.44000000000005,13.0,2025-06-09,23,Monday
37147,sys-2025-231086980,user-271666,PR000190,1979.03,1807.94,渠道13,APP,2025-06-10 00:33:09,2025-06-10 00:33:21,否,171.08999999999992,12.0,2025-06-10,0,Tuesday
37148,sys-2025-286927548,user-138766,PR000008,188.62,188.62,渠道13,APP,2025-06-10 00:34:38,2025-06-10 00:34:49,否,0.0,11.0,2025-06-10,0,Tuesday
37153,sys-2025-326316283,user-155202,PR000999,490.3,477.28,渠道13,微信公众号,2025-06-10 00:47:16,2025-06-10 00:47:58,否,13.020000000000039,42.0,2025-06-10,0,Tuesday
37156,sys-2025-264615472,user-165677,PR000233,527.4,495.47,渠道13,APP,2025-06-10 01:28:28,2025-06-10 01:28:44,否,31.92999999999995,16.0,2025-06-10,1,Tuesday
37158,sys-2025-225798072,user-132826,PR000166,1043.17,1043.17,渠道13,微信公众号,2025-06-10 02:05:53,2025-06-10 02:06:13,否,0.0,20.0,2025-06-10,2,Tuesday
37166,sys-2025-262732075,user-198277,PR000530,371.86,156.85,渠道13,APP,2025-06-10 08:40:03,2025-06-10 08:48:19,否,215.01000000000002,496.0,2025-06-10,8,Tuesday
37167,sys-2025-332722373,user-172358,PR000795,769.41,769.41,渠道13,微信公众号,2025-06-10 09:01:26,2025-06-10 09:04:33,是,0.0,187.0,2025-06-10,9,Tuesday
37173,sys-2025-388759362,user-141572,PR000286,810.94,708.24,渠道13,APP,2025-06-10 09:35:17,2025-06-10 09:35:33,否,102.70000000000005,16.0,2025-06-10,9,Tuesday
37176,sys-2025-226459899,user-267477,PR000769,478.0,478.0,渠道13,APP,2025-06-10 09:43:17,2025-06-10 09:43:52,否,0.0,35.0,2025-06-10,9,Tuesday
37183,sys-2025-318652139,user-254637,PR000949,493.5,493.5,渠道13,微信公众号,2025-06-10 10:19:12,2025-06-10 10:19:23,否,0.0,11.0,2025-06-10,10,Tuesday
37191,sys-2025-265930667,user-162830,PR000929,451.23,451.23,渠道13,微信公众号,2025-06-10 11:00:00,2025-06-10 11:00:24,否,0.0,24.0,2025-06-10,11,Tuesday
37192,sys-2025-279958087,user-123315,PR000495,2477.39,2477.39,渠道13,APP,2025-06-10 11:00:27,2025-06-10 11:00:41,否,0.0,14.0,2025-06-10,11,Tuesday
37216,sys-2025-327017806,user-167468,PR000812,533.5,319.0,渠道13,微信公众号,2025-06-10 11:41:05,2025-06-10 11:42:33,否,214.5,88.0,2025-06-10,11,Tuesday
37217,sys-2025-283911952,user-211843,PR000234,723.58,682.23,渠道13,淘宝,2025-06-10 11:41:54,2025-06-10 11:42:20,否,41.35000000000002,26.0,2025-06-10,11,Tuesday
37218,sys-2025-342166949,user-138035,PR000677,286.75,215.88,渠道13,APP,2025-06-10 11:44:14,2025-06-10 11:45:08,否,70.87,54.0,2025-06-10,11,Tuesday
37221,sys-2025-359803823,user-158787,PR000471,220.17,189.23,渠道13,APP,2025-06-10 11:45:44,2025-06-10 11:46:21,否,30.939999999999998,37.0,2025-06-10,11,Tuesday
37224,sys-2025-386122482,user-254069,PR000182,279.48,279.48,渠道13,微信公众号,2025-06-10 11:48:45,2025-06-10 12:02:34,是,0.0,829.0,2025-06-10,11,Tuesday
37227,sys-2025-279575861,user-116813,PR000128,499.72,497.51,渠道13,APP,2025-06-10 11:49:17,2025-06-10 11:50:31,否,2.2100000000000364,74.0,2025-06-10,11,Tuesday
37242,sys-2025-252309060,user-152915,PR000403,633.17,573.64,渠道13,微信公众号,2025-06-10 12:06:58,2025-06-10 12:07:09,否,59.52999999999997,11.0,2025-06-10,12,Tuesday
37245,sys-2025-308680130,user-109294,PR000955,677.13,677.13,渠道13,APP,2025-06-10 12:08:53,2025-06-10 12:09:19,否,0.0,26.0,2025-06-10,12,Tuesday
37248,sys-2025-254998704,user-186523,PR000719,1286.03,1262.97,渠道13,微信公众号,2025-06-10 12:11:46,2025-06-10 12:12:21,否,23.059999999999945,35.0,2025-06-10,12,Tuesday
37249,sys-2025-351573452,user-182028,PR000928,587.6,318.28,渠道13,APP,2025-06-10 12:12:45,2025-06-10 12:27:07,否,269.32000000000005,862.0,2025-06-10,12,Tuesday
37263,sys-2025-278160604,user-121056,PR000233,324.95,324.95,渠道13,APP,2025-06-10 12:27:10,2025-06-10 12:29:03,是,0.0,113.0,2025-06-10,12,Tuesday
37270,sys-2025-326133723,user-204041,PR000365,587.41,542.05,渠道13,web网站,2025-06-10 12:33:13,2025-06-10 12:41:57,否,45.360000000000014,524.0,2025-06-10,12,Tuesday
37293,sys-2025-367123609,user-128009,PR000993,676.57,676.57,渠道13,APP,2025-06-10 12:51:53,2025-06-10 12:54:06,否,0.0,133.0,2025-06-10,12,Tuesday
37298,sys-2025-299310985,user-107888,PR000166,592.89,552.61,渠道13,微信公众号,2025-06-10 12:54:59,2025-06-10 12:55:11,否,40.27999999999997,12.0,2025-06-10,12,Tuesday
37307,sys-2025-311801378,user-296644,PR000284,951.3,852.81,渠道13,微信公众号,2025-06-10 13:00:58,2025-06-10 13:01:14,否,98.49000000000001,16.0,2025-06-10,13,Tuesday
37315,sys-2025-389401689,user-231817,PR000839,723.82,629.41,渠道13,淘宝,2025-06-10 13:06:06,2025-06-10 13:06:36,是,94.41000000000008,30.0,2025-06-10,13,Tuesday
37332,sys-2025-247588657,user-269642,PR000820,393.2,195.53,渠道13,微信公众号,2025-06-10 13:13:13,2025-06-10 13:20:54,否,197.67,461.0,2025-06-10,13,Tuesday
37336,sys-2025-323225296,user-164803,PR000049,374.96,374.96,渠道13,微信公众号,2025-06-10 13:17:42,2025-06-10 13:17:51,否,0.0,9.0,2025-06-10,13,Tuesday
37344,sys-2025-316514155,user-143764,PR000481,806.01,777.73,渠道13,APP,2025-06-10 13:24:34,2025-06-10 13:24:51,否,28.279999999999973,17.0,2025-06-10,13,Tuesday
37353,sys-2025-320899879,user-134190,PR000153,440.22,338.05,渠道13,APP,2025-06-10 13:31:09,2025-06-10 13:31:27,否,102.17000000000002,18.0,2025-06-10,13,Tuesday
37354,sys-2025-366910859,user-116186,PR000946,215.7,215.7,渠道13,微信公众号,2025-06-10 13:31:46,2025-06-10 13:32:10,否,0.0,24.0,2025-06-10,13,Tuesday
37357,sys-2025-256051434,user-148581,PR000194,200.47,162.96,渠道13,APP,2025-06-10 13:32:09,2025-06-10 13:32:17,否,37.50999999999999,8.0,2025-06-10,13,Tuesday
37367,sys-2025-317612034,user-108330,PR000506,1051.47,1051.47,渠道13,微信公众号,2025-06-10 13:36:50,2025-06-10 13:37:14,否,0.0,24.0,2025-06-10,13,Tuesday
37368,sys-2025-332907445,user-258171,PR000467,452.34,451.34,渠道13,APP,2025-06-10 13:37:08,2025-06-10 13:37:22,否,1.0,14.0,2025-06-10,13,Tuesday
37370,sys-2025-287541771,user-169020,PR000682,834.34,510.01,渠道13,APP,2025-06-10 13:38:29,2025-06-10 13:39:15,是,324.33000000000004,46.0,2025-06-10,13,Tuesday
37376,sys-2025-379518190,user-172166,PR000091,964.76,925.97,渠道13,微信公众号,2025-06-10 13:42:08,2025-06-10 13:42:42,否,38.789999999999964,34.0,2025-06-10,13,Tuesday
37381,sys-2025-300569265,user-174807,PR000287,433.97,433.97,渠道13,APP,2025-06-10 13:44:51,2025-06-10 13:45:19,否,0.0,28.0,2025-06-10,13,Tuesday
37387,sys-2025-342805710,user-274588,PR000802,495.23,495.23,渠道13,微信公众号,2025-06-10 13:48:56,2025-06-10 13:49:11,否,0.0,15.0,2025-06-10,13,Tuesday
37388,sys-2025-215392694,user-141192,PR000319,206.94,164.12,渠道13,微信公众号,2025-06-10 13:50:43,2025-06-10 13:51:08,否,42.81999999999999,25.0,2025-06-10,13,Tuesday
37391,sys-2025-337248227,user-195825,PR000815,506.65,442.7,渠道13,微信公众号,2025-06-10 13:53:09,2025-06-10 13:53:30,否,63.94999999999999,21.0,2025-06-10,13,Tuesday
37394,sys-2025-241575946,user-292133,PR000632,811.86,802.14,渠道13,APP,2025-06-10 13:56:22,2025-06-10 13:56:46,否,9.720000000000027,24.0,2025-06-10,13,Tuesday
37397,sys-2025-280972774,user-230949,PR000641,880.38,880.38,渠道13,微信公众号,2025-06-10 13:57:38,2025-06-10 13:57:54,否,0.0,16.0,2025-06-10,13,Tuesday
37400,sys-2025-362977907,user-207657,PR000026,606.51,551.37,渠道13,微信公众号,2025-06-10 13:59:03,2025-06-10 13:59:16,否,55.139999999999986,13.0,2025-06-10,13,Tuesday
37405,sys-2025-255629699,user-119526,PR000780,670.31,670.31,渠道13,APP,2025-06-10 14:01:54,2025-06-10 14:02:11,否,0.0,17.0,2025-06-10,14,Tuesday
37411,sys-2025-280237479,user-127094,PR000078,344.59,59.01,渠道13,微信公众号,2025-06-10 14:07:15,2025-06-10 14:07:16,否,285.58,1.0,2025-06-10,14,Tuesday
37418,sys-2025-352997279,user-174099,PR000391,695.95,683.52,渠道13,微信公众号,2025-06-10 14:10:11,2025-06-10 14:10:26,否,12.430000000000064,15.0,2025-06-10,14,Tuesday
37421,sys-2025-285994065,user-101769,PR000266,166.14,166.14,渠道13,微信公众号,2025-06-10 14:12:35,2025-06-10 14:12:45,否,0.0,10.0,2025-06-10,14,Tuesday
37459,sys-2025-294390179,user-168106,PR000133,414.0,389.52,渠道13,APP,2025-06-10 14:49:57,2025-06-10 14:50:13,是,24.480000000000018,16.0,2025-06-10,14,Tuesday
37469,sys-2025-263527107,user-131716,PR000466,332.22,298.5,渠道13,APP,2025-06-10 15:01:28,2025-06-10 15:01:44,否,33.72000000000003,16.0,2025-06-10,15,Tuesday
37474,sys-2025-334956388,user-191180,PR000134,671.78,359.59,渠道13,APP,2025-06-10 15:05:47,2025-06-10 15:08:43,否,312.19,176.0,2025-06-10,15,Tuesday
37480,sys-2025-330409375,user-102689,PR000908,457.06,388.99,渠道13,APP,2025-06-10 15:09:36,2025-06-10 15:10:00,否,68.07,24.0,2025-06-10,15,Tuesday
37489,sys-2025-293488647,user-142602,PR000827,697.27,679.08,渠道13,微信公众号,2025-06-10 15:18:25,2025-06-10 15:18:37,是,18.18999999999994,12.0,2025-06-10,15,Tuesday
37500,sys-2025-338556332,user-189426,PR000676,1457.37,1420.81,渠道13,微信公众号,2025-06-10 15:35:11,2025-06-10 15:35:35,否,36.559999999999945,24.0,2025-06-10,15,Tuesday
37512,sys-2025-335632590,user-269208,PR000679,117.98,65.54,渠道13,微信公众号,2025-06-10 15:53:18,2025-06-10 15:53:32,否,52.44,14.0,2025-06-10,15,Tuesday
37514,sys-2025-305593355,user-217036,PR000089,602.16,485.04,渠道13,APP,2025-06-10 15:57:20,2025-06-10 15:57:56,是,117.11999999999995,36.0,2025-06-10,15,Tuesday
37520,sys-2025-276678486,user-228128,PR000704,662.9,662.9,渠道13,APP,2025-06-10 16:13:01,2025-06-10 16:13:30,否,0.0,29.0,2025-06-10,16,Tuesday
37525,sys-2025-329784725,user-126962,PR000337,421.78,381.27,渠道13,APP,2025-06-10 16:22:54,2025-06-10 16:25:14,是,40.50999999999999,140.0,2025-06-10,16,Tuesday
37526,sys-2025-399559761,user-125171,PR000841,1995.26,1821.5,渠道13,APP,2025-06-10 16:28:25,2025-06-10 16:29:14,否,173.76,49.0,2025-06-10,16,Tuesday
37528,sys-2025-277858461,user-177645,PR000770,541.2,483.9,渠道13,微信公众号,2025-06-10 16:32:04,2025-06-10 16:45:13,否,57.30000000000007,789.0,2025-06-10,16,Tuesday
37531,sys-2025-364057242,user-168765,PR000337,398.31,333.66,渠道13,APP,2025-06-10 16:41:13,2025-06-10 16:41:39,否,64.64999999999998,26.0,2025-06-10,16,Tuesday
37533,sys-2025-279435395,user-287590,PR000829,1344.42,1306.04,渠道13,微信公众号,2025-06-10 16:43:59,2025-06-10 16:44:17,否,38.38000000000011,18.0,2025-06-10,16,Tuesday
37538,sys-2025-310396733,user-180205,PR000733,543.62,543.62,渠道13,微信公众号,2025-06-10 16:53:01,2025-06-10 16:53:18,否,0.0,17.0,2025-06-10,16,Tuesday
37539,sys-2025-320070043,user-183185,PR000514,2054.7,2054.7,渠道13,淘宝,2025-06-10 16:53:09,2025-06-10 16:53:44,是,0.0,35.0,2025-06-10,16,Tuesday
37550,sys-2025-295829516,user-203231,PR000697,294.19,235.35,渠道13,微信公众号,2025-06-10 17:14:53,2025-06-10 17:15:05,否,58.84,12.0,2025-06-10,17,Tuesday
37553,sys-2025-280303009,user-110210,PR000074,4977.73,4928.69,渠道13,微信公众号,2025-06-10 17:21:50,2025-06-10 17:22:11,是,49.039999999999964,21.0,2025-06-10,17,Tuesday
37562,sys-2025-216020194,user-107259,PR000890,866.53,866.53,渠道13,APP,2025-06-10 17:51:12,2025-06-10 17:59:32,否,0.0,500.0,2025-06-10,17,Tuesday
37575,sys-2025-299169163,user-193689,PR000398,2087.16,2087.16,渠道13,APP,2025-06-10 18:35:20,2025-06-10 18:35:48,否,0.0,28.0,2025-06-10,18,Tuesday
37587,sys-2025-336041262,user-148225,PR000689,1355.34,1313.97,渠道13,APP,2025-06-10 19:25:12,2025-06-10 19:25:54,否,41.36999999999989,42.0,2025-06-10,19,Tuesday
37596,sys-2025-305229642,user-246778,PR000405,2507.49,2414.77,渠道13,微信公众号,2025-06-10 19:41:25,2025-06-10 19:42:09,否,92.7199999999998,44.0,2025-06-10,19,Tuesday
37598,sys-2025-284518228,user-160124,PR000286,3408.99,3246.66,渠道13,微信公众号,2025-06-10 19:50:51,2025-06-10 19:51:01,是,162.32999999999993,10.0,2025-06-10,19,Tuesday
37600,sys-2025-309128170,user-115596,PR000830,479.71,479.71,渠道13,微信公众号,2025-06-10 19:54:03,2025-06-10 19:54:31,是,0.0,28.0,2025-06-10,19,Tuesday
37610,sys-2025-218275513,user-233792,PR000153,837.59,837.59,渠道13,APP,2025-06-10 20:06:40,2025-06-10 20:06:52,否,0.0,12.0,2025-06-10,20,Tuesday
37634,sys-2025-245792063,user-155830,PR000903,1687.72,1586.66,渠道13,web网站,2025-06-10 20:37:51,2025-06-10 20:40:53,否,101.05999999999995,182.0,2025-06-10,20,Tuesday
37643,sys-2025-278928043,user-120862,PR000423,1996.26,1888.98,渠道13,APP,2025-06-10 20:47:20,2025-06-10 20:47:30,否,107.27999999999997,10.0,2025-06-10,20,Tuesday
37644,sys-2025-271499809,user-104579,PR000777,318.86,318.86,渠道13,淘宝,2025-06-10 20:49:09,2025-06-10 20:51:37,是,0.0,148.0,2025-06-10,20,Tuesday
37651,sys-2025-239896472,user-132183,PR000034,2156.78,2100.62,渠道13,APP,2025-06-10 21:02:50,2025-06-10 21:03:26,是,56.16000000000031,36.0,2025-06-10,21,Tuesday
37672,sys-2025-255177960,user-236942,PR000949,1662.32,1591.84,渠道13,微信公众号,2025-06-10 21:25:13,2025-06-10 21:25:34,否,70.48000000000002,21.0,2025-06-10,21,Tuesday
37674,sys-2025-335454298,user-203907,PR000829,1090.02,947.84,渠道13,微信公众号,2025-06-10 21:26:54,2025-06-10 21:27:10,否,142.17999999999995,16.0,2025-06-10,21,Tuesday
37681,sys-2025-319676470,user-229809,PR000095,583.12,565.14,渠道13,APP,2025-06-10 21:57:37,2025-06-10 21:57:51,否,17.980000000000018,14.0,2025-06-10,21,Tuesday
37683,sys-2025-228271013,user-243554,PR000789,1510.88,1460.0,渠道13,APP,2025-06-10 21:59:47,2025-06-10 22:00:01,否,50.88000000000011,14.0,2025-06-10,21,Tuesday
37686,sys-2025-373056575,user-171452,PR000221,290.36,250.31,渠道13,APP,2025-06-10 22:10:18,2025-06-10 22:10:48,否,40.05000000000001,30.0,2025-06-10,22,Tuesday
37689,sys-2025-282753390,user-121073,PR000720,2021.12,1974.8,渠道13,微信公众号,2025-06-10 22:13:54,2025-06-10 22:14:14,否,46.319999999999936,20.0,2025-06-10,22,Tuesday
37690,sys-2025-295495841,user-157486,PR000855,1031.45,971.86,渠道13,APP,2025-06-10 22:14:36,2025-06-10 22:14:46,否,59.59000000000003,10.0,2025-06-10,22,Tuesday
37699,sys-2025-374540556,user-173149,PR000821,838.0,838.0,渠道13,APP,2025-06-10 22:33:43,2025-06-10 22:33:50,否,0.0,7.0,2025-06-10,22,Tuesday
37703,sys-2025-375301228,user-292206,PR000758,619.75,588.05,渠道13,APP,2025-06-10 22:41:50,2025-06-10 22:42:29,否,31.700000000000045,39.0,2025-06-10,22,Tuesday
37704,sys-2025-313095798,user-139088,PR000107,555.62,437.6,渠道13,APP,2025-06-10 22:42:55,2025-06-10 22:47:20,否,118.01999999999998,265.0,2025-06-10,22,Tuesday
37705,sys-2025-278462521,user-145745,PR000657,1756.38,1756.38,渠道13,微信公众号,2025-06-10 22:46:44,2025-06-10 22:47:06,否,0.0,22.0,2025-06-10,22,Tuesday
37715,sys-2025-294034460,user-238963,PR000405,687.33,554.91,渠道13,APP,2025-06-10 22:58:41,2025-06-10 22:59:16,否,132.42000000000007,35.0,2025-06-10,22,Tuesday
37716,sys-2025-328955587,user-254174,PR000432,617.18,527.5,渠道13,APP,2025-06-10 22:59:12,2025-06-10 22:59:23,否,89.67999999999995,11.0,2025-06-10,22,Tuesday
37720,sys-2025-293570191,user-163963,PR000058,669.9,658.92,渠道13,微信公众号,2025-06-10 23:05:28,2025-06-10 23:06:17,否,10.980000000000018,49.0,2025-06-10,23,Tuesday
37730,sys-2025-301921655,user-272567,PR000395,515.37,515.37,渠道13,APP,2025-06-10 23:47:13,2025-06-10 23:47:32,否,0.0,19.0,2025-06-10,23,Tuesday
37743,sys-2025-302710533,user-113033,PR000166,1042.28,1009.34,渠道13,微信公众号,2025-06-11 01:17:47,2025-06-11 01:18:00,否,32.93999999999994,13.0,2025-06-11,1,Wednesday
37755,sys-2025-302159764,user-294829,PR000040,686.13,674.88,渠道13,APP,2025-06-11 09:08:29,2025-06-11 09:08:45,否,11.25,16.0,2025-06-11,9,Wednesday
37756,sys-2025-357855794,user-195440,PR000818,430.73,344.58,渠道13,APP,2025-06-11 09:25:05,2025-06-11 09:25:33,否,86.15000000000003,28.0,2025-06-11,9,Wednesday
37762,sys-2025-229038728,user-199815,PR000545,411.19,405.11,渠道13,web网站,2025-06-11 10:02:14,2025-06-11 10:14:36,是,6.079999999999984,742.0,2025-06-11,10,Wednesday
37763,sys-2025-271043490,user-114492,PR000223,613.66,613.66,渠道13,微信公众号,2025-06-11 10:05:46,2025-06-11 10:06:38,否,0.0,52.0,2025-06-11,10,Wednesday
37766,sys-2025-281397577,user-179623,PR000632,1918.14,1838.76,渠道13,APP,2025-06-11 10:19:30,2025-06-11 10:19:59,否,79.38000000000011,29.0,2025-06-11,10,Wednesday
37775,sys-2025-343659743,user-243018,PR000857,1087.42,1039.81,渠道13,APP,2025-06-11 11:13:53,2025-06-11 11:21:25,否,47.61000000000013,452.0,2025-06-11,11,Wednesday
37778,sys-2025-324993470,user-108515,PR000704,572.58,572.58,渠道13,APP,2025-06-11 11:21:50,2025-06-11 11:23:33,否,0.0,103.0,2025-06-11,11,Wednesday
37779,sys-2025-359419620,user-111075,PR000857,975.05,935.27,渠道13,APP,2025-06-11 11:23:50,2025-06-11 11:24:19,否,39.77999999999997,29.0,2025-06-11,11,Wednesday
37791,sys-2025-347083914,user-102750,PR000688,566.12,566.12,渠道13,微信公众号,2025-06-11 11:45:49,2025-06-11 11:46:21,否,0.0,32.0,2025-06-11,11,Wednesday
37797,sys-2025-340848812,user-276231,PR000656,280.12,277.98,渠道13,微信公众号,2025-06-11 11:57:27,2025-06-11 11:57:57,否,2.1399999999999864,30.0,2025-06-11,11,Wednesday
37799,sys-2025-260178371,user-173775,PR000334,489.3,417.23,渠道13,微信公众号,2025-06-11 11:57:43,2025-06-11 12:00:04,否,72.07,141.0,2025-06-11,11,Wednesday
37800,sys-2025-285334672,user-281173,PR000613,512.77,505.07,渠道13,APP,2025-06-11 12:00:10,2025-06-11 12:03:01,否,7.699999999999989,171.0,2025-06-11,12,Wednesday
37801,sys-2025-322771516,user-297621,PR000497,1216.81,1216.81,渠道13,APP,2025-06-11 12:00:23,2025-06-11 12:00:40,否,0.0,17.0,2025-06-11,12,Wednesday
37803,sys-2025-287053327,user-184766,PR000887,1068.63,1024.05,渠道13,微信公众号,2025-06-11 12:06:32,2025-06-11 12:07:27,否,44.580000000000155,55.0,2025-06-11,12,Wednesday
37805,sys-2025-202542584,user-199590,PR000758,114.0,114.0,渠道13,web网站,2025-06-11 12:11:11,2025-06-11 12:11:57,是,0.0,46.0,2025-06-11,12,Wednesday
37818,sys-2025-388567248,user-177883,PR000254,868.6,805.66,渠道13,微信公众号,2025-06-11 12:33:22,2025-06-11 12:33:47,是,62.940000000000055,25.0,2025-06-11,12,Wednesday
37824,sys-2025-347058443,user-179433,PR000060,596.1,408.6,渠道13,APP,2025-06-11 12:38:46,2025-06-11 12:44:37,否,187.5,351.0,2025-06-11,12,Wednesday
37834,sys-2025-225071177,user-230286,PR000018,384.74,88.3,渠道13,APP,2025-06-11 12:48:31,2025-06-11 12:48:31,否,296.44,0.0,2025-06-11,12,Wednesday
37835,sys-2025-273822784,user-170865,PR000294,185.16,161.34,渠道13,APP,2025-06-11 12:52:14,2025-06-11 12:55:45,否,23.819999999999993,211.0,2025-06-11,12,Wednesday
37839,sys-2025-286668794,user-166672,PR000584,412.83,402.76,渠道13,APP,2025-06-11 12:53:47,2025-06-11 12:54:32,否,10.069999999999993,45.0,2025-06-11,12,Wednesday
37842,sys-2025-260627431,user-100463,PR000036,335.42,335.42,渠道13,微信公众号,2025-06-11 12:56:20,2025-06-11 12:56:34,否,0.0,14.0,2025-06-11,12,Wednesday
37844,sys-2025-318025943,user-131428,PR000704,761.23,638.62,渠道13,APP,2025-06-11 12:57:47,2025-06-11 12:57:58,是,122.61000000000001,11.0,2025-06-11,12,Wednesday
37848,sys-2025-354523671,user-132861,PR000371,696.55,688.38,渠道13,APP,2025-06-11 13:01:39,2025-06-11 13:02:48,否,8.169999999999959,69.0,2025-06-11,13,Wednesday
37874,sys-2025-338139026,user-150357,PR000989,729.73,729.73,渠道13,APP,2025-06-11 13:25:08,2025-06-11 13:29:37,是,0.0,269.0,2025-06-11,13,Wednesday
37875,sys-2025-333848407,user-112822,PR000073,292.75,292.75,渠道13,微信公众号,2025-06-11 13:27:13,2025-06-11 13:27:26,否,0.0,13.0,2025-06-11,13,Wednesday
37877,sys-2025-242615340,user-188744,PR000762,245.05,245.05,渠道13,APP,2025-06-11 13:27:19,2025-06-11 13:28:00,否,0.0,41.0,2025-06-11,13,Wednesday
37908,sys-2025-360746525,user-107459,PR000839,570.21,561.03,渠道13,淘宝,2025-06-11 13:48:21,2025-06-11 13:48:47,否,9.180000000000064,26.0,2025-06-11,13,Wednesday
37912,sys-2025-298964293,user-114844,PR000162,582.77,518.3,渠道13,微信公众号,2025-06-11 13:52:17,2025-06-11 13:53:07,否,64.47000000000003,50.0,2025-06-11,13,Wednesday
37918,sys-2025-343263282,user-258224,PR000487,801.2,736.74,渠道13,微信公众号,2025-06-11 13:56:55,2025-06-11 13:57:08,否,64.46000000000004,13.0,2025-06-11,13,Wednesday
37919,sys-2025-265512365,user-286033,PR000625,2489.58,2221.94,渠道13,微信公众号,2025-06-11 13:57:03,2025-06-11 13:57:13,否,267.6399999999999,10.0,2025-06-11,13,Wednesday
37925,sys-2025-285139307,user-124656,PR000228,473.66,455.65,渠道13,微信公众号,2025-06-11 14:02:56,2025-06-11 14:03:22,是,18.010000000000048,26.0,2025-06-11,14,Wednesday
37938,sys-2025-316422352,user-270096,PR000155,593.01,560.85,渠道13,微信公众号,2025-06-11 14:17:22,2025-06-11 14:24:56,否,32.15999999999997,454.0,2025-06-11,14,Wednesday
37960,sys-2025-353177149,user-153024,PR000647,787.07,716.41,渠道13,APP,2025-06-11 14:47:22,2025-06-11 14:48:25,是,70.66000000000008,63.0,2025-06-11,14,Wednesday
37969,sys-2025-293055805,user-168153,PR000697,618.66,524.07,渠道13,web网站,2025-06-11 15:10:38,2025-06-11 15:11:56,否,94.58999999999992,78.0,2025-06-11,15,Wednesday
37982,sys-2025-287098855,user-179774,PR000540,460.48,418.62,渠道13,APP,2025-06-11 15:46:53,2025-06-14 14:03:48,是,41.860000000000014,253015.0,2025-06-11,15,Wednesday
37984,sys-2025-351609497,user-111233,PR000973,1204.57,1204.57,渠道13,APP,2025-06-11 15:48:12,2025-06-11 15:48:29,否,0.0,17.0,2025-06-11,15,Wednesday
